userId;moduleId;sessionId;trialId;executableId;module.regressionTask.module1;module.regressionTask.module2;session.complete;session.regressionTask.anotherProperty;session.regressionTask.myProperty;session.regressionTask.wtf;regressionTask.correctResponse;regressionTask.givenResponse;regressionTask.reactionTime;regressionTask.score
andre@outerlimits.ch;dbRegression;76;1;regressionTask;2;456431;0;;;;blue;This is my answer;13;0
andre@outerlimits.ch;dbRegression;76;2;regressionTask;2;456431;0;;;;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;3;regressionTask;2;456431;0;;;;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;4;regressionTask;2;456431;0;;;;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;5;regressionTask;2;456431;0;;;;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;6;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;7;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;8;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;9;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;10;regressionTask;2;456431;0;;;;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;11;regressionTask;2;456431;0;;;;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;12;regressionTask;2;456431;0;;;;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;13;regressionTask;2;456431;0;;;;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;14;regressionTask;2;456431;0;;;;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;15;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;16;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;17;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;18;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;19;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;20;regressionTask;2;456431;0;;;;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;21;regressionTask;2;456431;0;;;;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;22;regressionTask;2;456431;0;;;;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;23;regressionTask;2;456431;0;;;;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;24;regressionTask;2;456431;0;;;;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;25;regressionTask;2;456431;0;;;;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;26;regressionTask;2;456431;0;;;;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;27;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;28;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;29;regressionTask;2;456431;0;;;;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;30;regressionTask;2;456431;0;;;;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;31;regressionTask;2;456431;0;;;;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;32;regressionTask;2;456431;0;;;;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;33;regressionTask;2;456431;0;;;;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;34;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;35;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;36;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;37;regressionTask;2;456431;0;;;;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;38;regressionTask;2;456431;0;;;;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;39;regressionTask;2;456431;0;;;;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;40;regressionTask;2;456431;0;;;;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;41;regressionTask;2;456431;0;;;;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;42;regressionTask;2;456431;0;;;;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;43;regressionTask;2;456431;0;;;;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;76;44;regressionTask;2;456431;0;;;;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;45;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;46;regressionTask;2;456431;0;;;;green;This is my answer;14;0
andre@outerlimits.ch;dbRegression;76;47;regressionTask;2;456431;0;;;;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;48;regressionTask;2;456431;0;;;;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;76;49;regressionTask;2;456431;0;;;;blue;This is my answer;11;0
