userId;moduleId;sessionId;trialId;executableId;module.regressionTask.module1;module.regressionTask.module2;session.complete;session.regressionTask.anotherProperty;session.regressionTask.myProperty;session.regressionTask.wtf;regressionTask.correctResponse;regressionTask.givenResponse;regressionTask.reactionTime;regressionTask.score
andre@outerlimits.ch;dbRegression;60;1;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;2;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;3;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;4;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;5;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;6;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;7;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;8;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;9;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;10;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;11;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;12;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;13;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;14;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;15;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;16;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;17;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;18;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;19;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;20;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;21;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;22;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;23;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;24;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;25;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;13;0
andre@outerlimits.ch;dbRegression;60;26;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;24;0
andre@outerlimits.ch;dbRegression;60;27;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;28;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;29;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;10;0
andre@outerlimits.ch;dbRegression;60;30;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;31;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;32;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;33;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;34;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;35;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;36;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;37;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;38;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;39;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;40;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;41;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;42;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;43;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;44;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;45;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;46;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;47;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;48;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;49;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;50;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;51;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;52;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;53;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;54;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;55;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;56;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;57;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;58;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;59;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;60;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;61;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;62;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;63;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;64;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;65;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;66;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;67;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;68;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;69;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;70;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;71;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;72;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;73;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;10;0
andre@outerlimits.ch;dbRegression;60;74;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;75;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;76;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;77;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;78;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;79;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;80;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;81;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;82;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;83;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;84;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;85;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;86;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;87;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;88;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;89;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;90;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;91;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;92;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;93;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;94;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;95;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;96;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;97;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;98;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;99;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;100;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;101;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;102;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;103;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;104;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;105;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;106;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;107;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;108;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;109;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;110;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;111;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;112;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;113;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;114;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;115;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;blue;This is my answer;11;0
andre@outerlimits.ch;dbRegression;60;116;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;10;0
andre@outerlimits.ch;dbRegression;60;117;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
andre@outerlimits.ch;dbRegression;60;118;regressionTask;2;456431;1;666;myValueShouldBeCorrectNow;test;green;This is my answer;12;0
